Rk ▴,Player,Season,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,MP,next-page-from-root,next-page-from-root-href,col,next-page-from-next-page,next-page-from-next-page-href
"null","Player","Season","Age","Tm","Lg","G","GS","MP","FG","FGA","2P","2PA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG%","2P%","3P%","eFG%","FT%","TS%","MP","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Gerald Green","2015-16","30","MIA","NBA","3","0","21.7","3.3","10.3","1.0","4.7","2.3","5.7","1.3","1.3","0.0","0.7","0.7","0.3","0.0","0.0","1.0","2.3","10.3",".323",".214",".412",".435","1.000",".473","21.7","","","","",""
"null","Jeff Green","2015-16","29","MEM","NBA","8","1","23.0","2.8","7.6","2.1","5.3","0.6","2.4","1.3","1.8","0.4","2.6","3.0","1.6","0.4","0.3","1.4","2.6","7.4",".361",".405",".263",".402",".714",".439","23.0","","","","",""
"null","Willie Cauley-Stein","2015-16","22","SAC","NBA","8","5","21.9","2.8","3.9","2.8","3.9","0.0","0.0","1.1","2.1","2.3","3.6","5.9","0.5","1.1","1.0","0.8","2.8","6.6",".710",".710","",".710",".529",".689","21.9","","","","",""
"null","Julius Randle","2015-16","21","LAL","NBA","6","6","29.0","5.0","11.5","5.0","11.3","0.0","0.2","2.7","4.5","1.2","7.3","8.5","2.5","1.0","0.5","2.2","3.0","12.7",".435",".441",".000",".435",".593",".470","29.0","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Andre Iguodala","2015-16","32","GSW","NBA","8","0","27.8","3.3","6.9","2.5","4.4","0.8","2.5","0.6","1.1","1.3","3.6","4.9","4.0","1.8","0.3","0.9","1.5","7.9",".473",".571",".300",".527",".556",".534","27.8","","","","",""
"null","Zaza Pachulia","2015-16","31","DAL","NBA","6","6","25.7","2.7","7.2","2.7","7.2","0.0","0.0","4.2","4.7","3.5","6.7","10.2","1.3","0.8","0.5","1.7","2.7","9.5",".372",".372","",".372",".893",".515","25.7","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Draymond Green","2015-16","25","GSW","NBA","8","8","33.5","3.9","9.6","2.3","6.0","1.6","3.6","1.8","2.5","1.9","6.0","7.9","6.3","1.3","1.0","2.3","3.0","11.1",".403",".375",".448",".487",".700",".519","33.5","","","","",""
"null","Nemanja Bjelica","2015-16","27","MIN","NBA","6","0","29.0","2.7","5.5","1.2","1.8","1.5","3.7","1.3","2.2","0.8","6.7","7.5","2.8","0.7","0.3","1.5","3.0","8.2",".485",".636",".409",".621",".615",".633","29.0","","","","",""
"null","C.J. Miles","2015-16","28","IND","NBA","5","4","27.8","3.6","9.6","1.2","3.4","2.4","6.2","2.0","2.6","0.4","1.4","1.8","1.2","2.0","0.2","2.0","2.2","11.6",".375",".353",".387",".500",".769",".540","27.8","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Corey Brewer","2015-16","29","HOU","NBA","7","0","24.6","2.6","8.3","2.3","6.3","0.3","2.0","1.4","2.3","0.6","2.3","2.9","2.0","1.3","0.3","0.9","2.6","6.9",".310",".364",".143",".328",".625",".369","24.6","","","","",""
"null","Kobe Bryant","2015-16","37","LAL","NBA","6","6","29.2","5.2","16.2","3.5","8.2","1.7","8.0","4.5","5.5","1.0","2.5","3.5","2.7","0.8","0.0","1.5","3.0","16.5",".320",".429",".208",".371",".818",".444","29.2","","","","",""
"null","Tony Allen","2015-16","34","MEM","NBA","8","7","22.4","2.5","6.4","2.4","5.6","0.1","0.8","0.3","0.8","1.9","2.9","4.8","1.1","1.8","0.4","0.9","3.4","5.4",".392",".422",".167",".402",".333",".401","22.4","","","","",""
"null","Hollis Thompson","2015-16","24","PHI","NBA","7","2","28.7","2.7","8.0","1.1","3.4","1.6","4.6","1.1","1.6","1.0","3.6","4.6","2.0","0.3","0.1","1.6","2.6","8.1",".339",".333",".344",".438",".727",".468","28.7","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Tony Parker","2015-16","33","SAS","NBA","7","7","26.1","4.9","9.0","4.6","8.7","0.3","0.3","1.3","1.9","0.1","1.7","1.9","3.3","0.4","0.0","2.1","1.9","11.3",".540",".525","1.000",".556",".692",".575","26.1","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","T.J. McConnell","2015-16","23","PHI","NBA","7","4","28.9","2.6","5.7","2.1","4.4","0.4","1.3","0.0","0.0","0.9","3.9","4.7","7.6","1.4","0.7","2.4","1.7","5.6",".450",".484",".333",".488","",".488","28.9","Next page","http://www.basketball-reference.com/play-index/psl_finder.cgi?request=1&match=single&type=per_game&per_minute_base=36&per_poss_base=100&lg_id=NBA&is_playoffs=N&year_min=2016&year_max=2016&franch_id=&season_start=1&season_end=-1&age_min=0&age_max=99&shoot_hand=&height_min=0&height_max=99&birth_country_is=Y&birth_country=&birth_state=&college_id=&draft_year=&is_active=&debut_yr_aba_start=&debut_yr_aba_end=&debut_yr_nba_start=&debut_yr_nba_end=&is_hof=&is_as=&as_comp=gt&as_val=&award=&pos_is_g=Y&pos_is_gf=Y&pos_is_f=Y&pos_is_fg=Y&pos_is_fc=Y&pos_is_c=Y&pos_is_cf=Y&qual=&c1stat=mp_per_g&c1comp=gt&c1val=20&c2stat=&c2comp=gt&c2val=&c3stat=&c3comp=gt&c3val=&c4stat=&c4comp=gt&c4val=&c5stat=&c5comp=gt&c6mult=1.0&c6stat=&order_by=player&order_by_asc=Y&offset=100","","",""
"null","Evan Fournier","2015-16","23","ORL","NBA","8","8","37.8","7.1","15.0","4.8","8.9","2.4","6.1","2.4","3.1","0.3","3.6","3.9","2.3","1.3","0.0","1.9","3.0","19.0",".475",".535",".388",".554",".760",".580","37.8","","","","",""
